views,mature,life_time,created_at,updated_at,numeric_id,dead_account,language,affiliate
137,1,220,2018-02-06,2018-09-14,936,0,EN,0
3885,1,253,2018-01-31,2018-10-11,937,0,EN,1
5019,1,227,2018-02-01,2018-09-16,938,0,EN,1
1368,0,272,2018-01-13,2018-10-12,939,0,TH,0
5223,1,181,2018-04-12,2018-10-10,940,0,EN,1
4485,0,232,2018-02-20,2018-10-10,941,0,ES,1
14919,1,273,2018-01-12,2018-10-12,942,0,EN,1
10650,1,281,2018-01-04,2018-10-12,943,0,EN,1
1486,1,274,2018-01-06,2018-10-07,944,0,EN,0
12495,1,231,2018-01-24,2018-09-12,945,0,EN,1
3919,1,236,2018-02-05,2018-09-29,946,0,EN,1
328,1,216,2018-02-22,2018-09-26,947,0,EN,0
908,1,154,2018-04-27,2018-09-28,948,0,ES,0
1463,0,197,2018-03-03,2018-09-16,949,0,EN,1
3041,1,205,2018-03-21,2018-10-12,950,0,EN,1
145,0,232,2018-02-21,2018-10-11,951,0,EN,0
4694,1,264,2018-01-21,2018-10-12,952,0,EN,0
17017,1,210,2018-03-16,2018-10-12,953,0,EN,1
35732,1,158,2018-05-07,2018-10-12,954,0,EN,0
6969,1,229,2018-02-25,2018-10-12,955,0,EN,1
28485,1,253,2018-02-01,2018-10-12,956,0,FR,1
1923,0,280,2018-01-04,2018-10-11,957,0,EN,1
1034,1,246,2018-02-08,2018-10-12,958,0,EN,1
15203,1,248,2018-02-06,2018-10-12,959,0,EN,1
2857,0,197,2018-03-27,2018-10-10,960,0,EN,1
2157,0,276,2018-01-04,2018-10-07,961,0,EN,1
972,0,250,2018-02-03,2018-10-11,962,0,FR,1
8674,0,270,2018-01-15,2018-10-12,963,0,EN,1
4048,0,268,2018-01-17,2018-10-12,964,0,ES,1
1277,0,177,2018-04-18,2018-10-12,965,0,EN,1
9283,1,225,2018-03-01,2018-10-12,966,0,EN,1
3572,1,263,2018-01-21,2018-10-11,967,0,EN,1
7188,1,228,2018-02-08,2018-09-24,968,0,EN,1
2823,1,228,2018-02-25,2018-10-11,969,0,EN,1
2034,1,227,2018-02-27,2018-10-12,970,0,EN,1
255,0,206,2018-02-18,2018-09-12,971,0,EN,0
1287,0,250,2018-02-04,2018-10-12,972,0,EN,0
1324,1,250,2018-01-29,2018-10-06,973,0,EN,1
1358,0,189,2018-03-30,2018-10-05,974,0,PT,1
481,1,197,2018-03-20,2018-10-03,975,0,EN,1
4426,1,257,2018-01-28,2018-10-12,976,0,EN,1
1658,1,283,2018-01-02,2018-10-12,977,0,EN,1
2965,1,184,2018-04-10,2018-10-11,978,0,EN,1
1384,1,221,2018-03-01,2018-10-08,979,0,EN,1
650,1,204,2018-03-22,2018-10-12,980,0,EN,1
2458,1,246,2018-02-03,2018-10-07,981,0,EN,1
28797,0,268,2018-01-17,2018-10-12,982,0,EN,1
4940,0,225,2018-02-28,2018-10-11,983,0,EN,1
7456,1,198,2018-03-28,2018-10-12,984,0,EN,1
4122,0,269,2018-01-16,2018-10-12,985,0,EN,1
1835,1,243,2018-02-09,2018-10-10,986,0,EN,1
1037,1,181,2018-03-01,2018-08-29,987,0,EN,1
1659,0,234,2018-02-20,2018-10-12,988,0,IT,1
2553,0,250,2018-02-03,2018-10-11,989,0,EN,1
5710,1,162,2018-05-03,2018-10-12,990,0,EN,1
4920,0,262,2018-01-22,2018-10-11,991,0,EN,1
2593,0,231,2018-02-23,2018-10-12,992,0,EN,1
3976,0,213,2018-02-24,2018-09-25,993,0,EN,1
2989,1,204,2018-03-22,2018-10-12,994,0,EN,1
866,0,268,2018-01-17,2018-10-12,995,0,ZH,1
2534,0,260,2018-01-22,2018-10-09,996,0,EN,1
3232,1,259,2018-01-25,2018-10-11,997,0,EN,1
3528,1,208,2018-03-15,2018-10-09,998,0,EN,1
12459,1,193,2018-04-02,2018-10-12,999,0,ZH,1
3461,0,213,2018-03-11,2018-10-10,1000,0,EN,1
34572,1,199,2018-03-24,2018-10-09,1001,0,PT,1
33740,0,255,2018-01-28,2018-10-10,1002,0,EN,1
35704,0,280,2018-01-05,2018-10-12,1003,0,FR,1
10006,1,203,2018-03-23,2018-10-12,1004,0,EN,1
786,1,223,2018-03-02,2018-10-11,1005,0,EN,1
520,1,279,2018-01-05,2018-10-11,1006,0,EN,0
2041,1,187,2018-04-03,2018-10-07,1007,0,EN,1
2887,1,194,2018-04-01,2018-10-12,1008,0,EN,1
18356,1,277,2018-01-08,2018-10-12,1009,0,ES,1
3228,1,216,2018-03-10,2018-10-12,1010,0,EN,1
819,0,217,2018-03-06,2018-10-09,1011,0,EN,1
819,0,224,2018-02-25,2018-10-07,1012,0,EN,0
368,0,201,2018-03-07,2018-09-24,1013,0,EN,0
7390,1,283,2018-01-02,2018-10-12,1014,0,EN,1
110637,0,266,2018-01-19,2018-10-12,1015,0,ES,1
21840,1,264,2018-01-21,2018-10-12,1016,0,EN,1
5580,0,172,2018-04-23,2018-10-12,1017,0,EN,1
5718,0,180,2018-02-22,2018-08-21,1018,0,EN,0
1341,1,240,2018-02-01,2018-09-29,1019,0,EN,1
12766,1,283,2018-01-02,2018-10-12,1020,0,EN,1
2491,1,267,2018-01-18,2018-10-12,1021,0,EN,1
11591,1,241,2018-02-13,2018-10-12,1022,0,EN,1
7492,1,276,2018-01-08,2018-10-11,1023,0,EN,1
4161,0,223,2018-03-03,2018-10-12,1024,0,KO,1
10545,1,195,2018-03-31,2018-10-12,1025,0,EN,1
1652,1,188,2018-04-07,2018-10-12,1026,0,EN,1
706,0,275,2018-01-10,2018-10-12,1027,0,EN,0
7426,0,253,2018-02-01,2018-10-12,1028,0,KO,1
24242,1,198,2018-03-28,2018-10-12,1029,0,EN,1
2905,0,195,2018-03-12,2018-09-23,1030,0,FR,1
2602,1,269,2018-01-11,2018-10-07,1031,0,EN,1
1229,0,265,2018-01-04,2018-09-26,1032,0,EN,1
3336,1,239,2018-02-15,2018-10-12,1033,0,EN,1
539,0,267,2018-01-11,2018-10-05,1034,0,EN,1
2193,1,256,2018-01-14,2018-09-27,1035,0,EN,1
1194,0,210,2018-03-14,2018-10-10,1036,0,EN,1
5364,0,215,2018-03-07,2018-10-08,1037,0,EN,1
2437,1,277,2018-01-04,2018-10-08,1038,0,EN,1
2809,0,260,2018-01-25,2018-10-12,1039,0,EN,1
3984,1,216,2018-03-10,2018-10-12,1040,0,EN,1
1204,1,229,2018-01-21,2018-09-07,1041,0,EN,1
3107,0,178,2018-03-23,2018-09-17,1042,0,DA,1
12600,0,231,2018-02-22,2018-10-11,1043,0,EN,1
13668,0,266,2018-01-14,2018-10-07,1044,0,ES,1
4268,1,189,2018-04-06,2018-10-12,1045,0,EN,1
9515,0,278,2018-01-07,2018-10-12,1046,0,EN,1
76,0,232,2018-02-22,2018-10-12,1047,0,EN,0
2828,1,228,2018-02-25,2018-10-11,1048,0,EN,1
2801,0,261,2018-01-16,2018-10-04,1049,0,FR,0
1337,1,265,2018-01-10,2018-10-02,1050,0,EN,1
314,0,160,2018-04-24,2018-10-01,1051,0,EN,0
8389,1,268,2018-01-17,2018-10-12,1052,0,EN,1
10094,1,233,2018-02-21,2018-10-12,1053,0,EN,1
1808,0,247,2018-02-07,2018-10-12,1054,0,EN,1
3039,0,158,2018-05-02,2018-10-07,1055,0,EN,1
10591,0,282,2018-01-03,2018-10-12,1056,0,FR,1
6752,1,263,2018-01-22,2018-10-12,1057,0,EN,1
18,0,148,2018-01-27,2018-06-24,1058,1,EN,0
2609,1,182,2018-04-11,2018-10-10,1059,0,EN,1
2095,1,175,2018-04-17,2018-10-09,1060,0,EN,1
1696,1,278,2018-01-06,2018-10-11,1061,0,EN,1
2369,0,206,2018-03-19,2018-10-11,1062,0,EN,1
417,0,222,2018-03-04,2018-10-12,1063,0,EN,0
282,0,138,2018-03-28,2018-08-13,1064,0,FR,0
1375,0,231,2018-02-16,2018-10-05,1065,0,EN,1
1958,0,275,2018-01-08,2018-10-10,1066,0,IT,1
811,1,209,2018-03-13,2018-10-08,1067,0,EN,1
402,0,180,2018-04-14,2018-10-11,1068,0,EN,1
8263,1,195,2018-03-31,2018-10-12,1069,0,EN,1
12949,0,250,2018-02-04,2018-10-12,1070,0,TH,1
6848,0,262,2018-01-23,2018-10-12,1071,0,EN,1
9113,0,185,2018-04-09,2018-10-11,1072,0,EN,1
1543,1,186,2018-04-06,2018-10-09,1073,0,EN,1
5491,0,282,2018-01-03,2018-10-12,1074,0,EN,1
882,1,201,2018-03-12,2018-09-29,1075,0,EN,1
1663,1,265,2018-01-20,2018-10-12,1076,0,EN,0
1214,0,253,2018-01-29,2018-10-09,1077,0,EN,1
30817,1,278,2018-01-07,2018-10-12,1078,0,DE,0
3772,1,222,2018-03-04,2018-10-12,1079,0,EN,1
2861,0,280,2018-01-04,2018-10-11,1080,0,EN,1
3703,1,181,2018-04-14,2018-10-12,1081,0,EN,1
4964,0,233,2018-02-21,2018-10-12,1082,0,EN,1
2799,1,214,2018-03-12,2018-10-12,1083,0,EN,1
2638,1,221,2018-03-04,2018-10-11,1084,0,EN,1
2963,0,263,2018-01-18,2018-10-08,1085,0,EN,1
5339,1,273,2018-01-12,2018-10-12,1086,0,EN,1
831,1,149,2018-05-02,2018-09-28,1087,0,EN,0
4495,1,272,2018-01-13,2018-10-12,1088,0,EN,1
10581,1,218,2018-03-08,2018-10-12,1089,0,EN,1
4668,0,208,2018-03-17,2018-10-11,1090,0,EN,1
2213,1,212,2018-03-10,2018-10-08,1091,0,EN,1
3698,0,206,2018-03-20,2018-10-12,1092,0,EN,1
13976,0,207,2018-03-19,2018-10-12,1093,0,EN,1
964,0,278,2018-01-06,2018-10-11,1094,0,EN,0
2564,0,208,2018-03-18,2018-10-12,1095,0,EN,1
2925,0,258,2018-01-27,2018-10-12,1096,0,EN,1
903,0,159,2018-04-28,2018-10-04,1097,0,EN,1
239,0,253,2018-01-17,2018-09-27,1098,0,EN,0
4291,0,226,2018-02-13,2018-09-27,1099,0,DE,1
8127,1,223,2018-02-26,2018-10-07,1100,0,EN,1
2472,0,239,2018-02-15,2018-10-12,1101,0,EN,1
1879,0,230,2018-02-09,2018-09-27,1102,0,EN,1
1554,1,191,2018-04-04,2018-10-12,1103,0,EN,1
560,0,106,2018-05-09,2018-08-23,1104,0,EN,0
1980,0,281,2018-01-03,2018-10-11,1105,0,EN,1
17821,1,206,2018-03-20,2018-10-12,1106,0,IT,1
400,0,258,2018-01-25,2018-10-10,1107,0,EN,0
301,0,250,2018-01-30,2018-10-07,1108,0,ES,0
581,0,212,2018-03-14,2018-10-12,1109,0,EN,1
1158,1,272,2018-01-12,2018-10-11,1110,0,EN,1
9138,0,162,2018-05-03,2018-10-12,1111,0,EN,0
1236,1,230,2018-02-24,2018-10-12,1112,0,EN,0
273,0,186,2018-04-08,2018-10-11,1113,0,FR,0
323,0,175,2018-04-15,2018-10-07,1114,0,EN,0
24536,1,283,2018-01-02,2018-10-12,1115,0,EN,1
9448,1,182,2018-04-13,2018-10-12,1116,0,EN,1
6801,0,228,2018-02-26,2018-10-12,1117,0,EN,1
4831,0,214,2018-03-12,2018-10-12,1118,0,KO,1
3342,1,276,2018-01-09,2018-10-12,1119,0,EN,1
1722,1,184,2018-03-31,2018-10-01,1120,0,EN,1
3472,1,227,2018-02-27,2018-10-12,1121,0,EN,1
3198,1,227,2018-02-27,2018-10-12,1122,0,EN,1
2674,0,262,2018-01-22,2018-10-11,1123,0,EN,1
1537,0,183,2018-03-18,2018-09-17,1124,0,EN,1
3086,0,242,2018-02-09,2018-10-09,1125,0,EN,1
2440,0,232,2018-02-22,2018-10-12,1126,0,EN,1
3747,1,273,2018-01-01,2018-10-01,1127,0,EN,1
9472,1,243,2018-02-11,2018-10-12,1128,0,EN,1
340,0,176,2018-04-03,2018-09-26,1129,0,JA,0
8106,0,239,2018-02-15,2018-10-12,1130,0,DE,1
1105,1,170,2018-04-25,2018-10-12,1131,0,EN,0
8645,1,220,2018-03-05,2018-10-11,1132,0,EN,1
531,0,225,2018-03-01,2018-10-12,1133,0,EN,0
38267,0,257,2018-01-28,2018-10-12,1134,0,PL,1
2356,0,177,2018-04-17,2018-10-11,1135,0,EN,1
970,0,204,2018-03-22,2018-10-12,1136,0,EN,0
3564,1,205,2018-03-21,2018-10-12,1137,0,EN,1
2447,0,252,2018-02-02,2018-10-12,1138,0,EN,1
5316,0,212,2018-03-14,2018-10-12,1139,0,FR,1
11720,1,256,2018-01-29,2018-10-12,1140,0,EN,1
794,1,275,2018-01-04,2018-10-06,1141,0,EN,0
1961,0,180,2018-04-15,2018-10-12,1142,0,EN,1
5083,0,180,2018-04-14,2018-10-11,1143,0,EN,1
1574,1,189,2018-03-26,2018-10-01,1144,0,EN,1
2390,1,101,2018-04-28,2018-08-07,1145,0,EN,0
10872,1,250,2018-01-26,2018-10-03,1146,0,EN,0
6429,0,182,2018-04-13,2018-10-12,1147,0,EN,1
3977,0,265,2018-01-20,2018-10-12,1148,0,EN,1
18751,1,247,2018-02-05,2018-10-10,1149,0,EN,1
5533,0,199,2018-03-27,2018-10-12,1150,0,ES,1
1550,0,251,2018-02-03,2018-10-12,1151,0,EN,0
6527,0,233,2018-02-05,2018-09-26,1152,0,EN,1
20064,1,272,2018-01-13,2018-10-12,1153,0,EN,1
1274,1,194,2018-04-01,2018-10-12,1154,0,EN,1
699,0,180,2018-03-14,2018-09-10,1155,0,EN,1
66002,1,283,2018-01-02,2018-10-12,1156,0,EN,1
27843,0,208,2018-03-18,2018-10-12,1157,0,EN,1
3137,0,265,2018-01-20,2018-10-12,1158,0,EN,1
5496,1,277,2018-01-08,2018-10-12,1159,0,EN,1
500,1,251,2018-01-26,2018-10-04,1160,0,EN,0
861,1,277,2018-01-06,2018-10-10,1161,0,EN,0
472,1,231,2018-02-20,2018-10-09,1162,0,EN,0
816,0,221,2018-03-02,2018-10-09,1163,0,EN,1
2299,1,262,2018-01-16,2018-10-05,1164,0,EN,1
5007,0,227,2018-02-27,2018-10-12,1165,0,IT,1
1618,0,210,2018-03-10,2018-10-06,1166,0,EN,1
6112,0,226,2018-02-28,2018-10-12,1167,0,EN,1
2224,1,217,2018-03-09,2018-10-12,1168,0,EN,1
1748,1,234,2018-02-20,2018-10-12,1169,0,EN,1
10575,0,265,2018-01-20,2018-10-12,1170,0,EN,1
107,0,172,2018-02-20,2018-08-11,1171,0,EN,0
538,1,200,2018-03-26,2018-10-12,1172,0,EN,0
5942,1,265,2018-01-18,2018-10-10,1173,0,EN,1
1494,1,242,2018-02-11,2018-10-11,1174,0,EN,1
3672,0,271,2018-01-13,2018-10-11,1175,0,EN,1
219,0,238,2018-02-15,2018-10-11,1176,0,EN,0
3874,1,186,2018-04-06,2018-10-09,1177,0,EN,1
39914,1,237,2018-02-17,2018-10-12,1178,0,DE,0
3880,1,193,2018-04-01,2018-10-11,1179,0,EN,1
2768,0,205,2018-03-07,2018-09-28,1180,0,EN,1
12550,0,182,2018-04-13,2018-10-12,1181,0,EN,1
417,1,120,2018-05-03,2018-08-31,1182,0,EN,0
8499,1,197,2018-03-29,2018-10-12,1183,0,EN,1
112,0,92,2018-03-12,2018-06-12,1184,1,EN,0
18005,1,204,2018-03-22,2018-10-12,1185,0,EN,1
149,0,228,2018-02-18,2018-10-04,1186,0,EN,0
224,0,237,2018-02-09,2018-10-04,1187,0,EN,0
7698,0,281,2018-01-04,2018-10-12,1188,0,EN,1
540,0,213,2018-03-02,2018-10-01,1189,0,EN,0
3336,1,212,2018-03-02,2018-09-30,1190,0,EN,1
107582,1,255,2018-01-30,2018-10-12,1191,0,EN,1
45258,1,202,2018-03-20,2018-10-08,1192,0,EN,1
2328,0,241,2018-02-13,2018-10-12,1193,0,EN,1
5106,1,270,2018-01-15,2018-10-12,1194,0,EN,1
3579,1,178,2018-04-15,2018-10-10,1195,0,EN,1
12389,1,172,2018-04-23,2018-10-12,1196,0,EN,1
22984,1,283,2018-01-02,2018-10-12,1197,0,EN,1
2507,1,205,2018-03-01,2018-09-22,1198,0,EN,1
1496,1,232,2018-02-18,2018-10-08,1199,0,EN,1
18074,0,219,2018-03-07,2018-10-12,1200,0,JA,1
836,0,272,2018-01-13,2018-10-12,1201,0,EN,0
1250,0,245,2018-02-08,2018-10-11,1202,0,EN,1
2926,0,278,2018-01-05,2018-10-10,1203,0,EN,0
133,0,211,2018-03-15,2018-10-12,1204,0,EN,0
2058,0,223,2018-02-23,2018-10-04,1205,0,EN,1
378,0,199,2018-03-27,2018-10-12,1206,0,EN,0
1750,0,218,2018-03-06,2018-10-10,1207,0,IT,1
4630,0,208,2018-03-18,2018-10-12,1208,0,EN,1
4867,0,166,2018-04-29,2018-10-12,1209,0,EN,1
703,0,276,2018-01-09,2018-10-12,1210,0,EN,0
1186,0,189,2018-04-02,2018-10-08,1211,0,EN,1
72,0,173,2018-04-07,2018-09-27,1212,0,FR,0
26065,1,256,2018-01-29,2018-10-12,1213,0,EN,1
1147,0,224,2018-03-01,2018-10-11,1214,0,EN,0
3139,0,242,2018-02-12,2018-10-12,1215,0,EN,1
809,0,190,2018-04-04,2018-10-11,1216,0,ES,0
288,0,227,2018-01-18,2018-09-02,1217,0,EN,0
167,0,273,2018-01-12,2018-10-12,1218,0,EN,0
2718,0,231,2018-02-23,2018-10-12,1219,0,EN,1
486,0,183,2018-03-03,2018-09-02,1220,0,EN,1
1748,0,255,2018-01-29,2018-10-11,1221,0,EN,1
2460,1,180,2018-04-01,2018-09-28,1222,0,EN,1
3891,1,228,2018-02-25,2018-10-11,1223,0,ES,1
13090,1,216,2018-03-10,2018-10-12,1224,0,ES,1
1453,0,252,2018-01-31,2018-10-10,1225,0,EN,1
355,1,197,2018-03-29,2018-10-12,1226,0,EN,0
1624,1,255,2018-01-28,2018-10-10,1227,0,EN,1
18593,0,284,2018-01-01,2018-10-12,1228,0,RU,1
2209,0,245,2018-02-09,2018-10-12,1229,0,ES,1
1352,0,230,2018-02-24,2018-10-12,1230,0,EN,1
2185,0,248,2018-02-01,2018-10-07,1231,0,EN,1
228,0,213,2018-03-05,2018-10-04,1232,0,ES,0
4283,1,189,2018-04-06,2018-10-12,1233,0,EN,1
5979,1,221,2018-03-05,2018-10-12,1234,0,EN,1
6074,1,279,2018-01-06,2018-10-12,1235,0,FR,1
28474,1,266,2018-01-19,2018-10-12,1236,0,ES,1
558,1,218,2018-01-13,2018-08-19,1237,0,EN,1
776,1,272,2018-01-10,2018-10-09,1238,0,EN,1
2721,1,205,2018-03-21,2018-10-12,1239,0,EN,1
8225,0,184,2018-03-26,2018-09-26,1240,0,EN,1
5115,1,203,2018-03-23,2018-10-12,1241,0,EN,1
4723,1,231,2018-02-23,2018-10-12,1242,0,EN,1
4030,1,247,2018-02-06,2018-10-11,1243,0,EN,1
3571,0,225,2018-03-01,2018-10-12,1244,0,FR,0
588,0,209,2018-03-15,2018-10-10,1245,0,EN,0
1703,1,283,2018-01-02,2018-10-12,1246,0,EN,1
3031,1,234,2018-02-14,2018-10-06,1247,0,EN,1
2350,0,212,2018-02-13,2018-09-13,1248,0,EN,1
981054,0,226,2018-02-28,2018-10-12,1249,0,ES,0
586,0,176,2018-04-09,2018-10-02,1250,0,ES,0
22203,1,245,2018-02-09,2018-10-12,1251,0,FR,1
615,1,236,2018-02-05,2018-09-29,1252,0,EN,1
791,0,275,2018-01-03,2018-10-05,1253,0,EN,0
749,1,219,2018-02-04,2018-09-11,1254,0,EN,0
6860,1,247,2018-02-06,2018-10-11,1255,0,EN,1
7446,0,187,2018-04-08,2018-10-12,1256,0,EN,1
5524,1,269,2018-01-13,2018-10-09,1257,0,EN,1
4890,1,223,2018-02-16,2018-09-27,1258,0,EN,1
302,0,213,2018-03-03,2018-10-02,1259,0,EN,0
2521,0,264,2018-01-20,2018-10-11,1260,0,EN,1
864,1,175,2018-03-21,2018-09-12,1261,0,EN,1
4232,1,259,2018-01-17,2018-10-03,1262,0,EN,1
37518,1,217,2018-03-09,2018-10-12,1263,0,EN,1
6134,0,206,2018-03-20,2018-10-12,1264,0,SV,1
851,1,258,2018-01-26,2018-10-11,1265,0,EN,0
6397,0,280,2018-01-05,2018-10-12,1266,0,EN,1
7213,1,188,2018-04-07,2018-10-12,1267,0,EN,1
7035,0,222,2018-03-04,2018-10-12,1268,0,EN,1
13324,0,275,2018-01-10,2018-10-12,1269,0,EN,1
19754,1,275,2018-01-10,2018-10-12,1270,0,FR,1
13119,0,203,2018-03-14,2018-10-03,1271,0,EN,1
1632,1,281,2018-01-04,2018-10-12,1272,0,EN,1
17177,0,276,2018-01-09,2018-10-12,1273,0,EN,1
15784,0,271,2018-01-14,2018-10-12,1274,0,EN,1
769,1,188,2018-04-03,2018-10-08,1275,0,EN,1
1705,0,216,2018-03-10,2018-10-12,1276,0,EN,1
3412,1,280,2018-01-05,2018-10-12,1277,0,EN,1
1618,0,230,2018-02-23,2018-10-11,1278,0,EN,1
6653,1,213,2018-03-13,2018-10-12,1279,0,EN,1
7416,0,229,2018-02-25,2018-10-12,1280,0,EN,1
7517,0,241,2018-02-13,2018-10-12,1281,0,EN,1
1291,0,117,2018-03-11,2018-07-06,1282,1,EN,1
1376,1,244,2018-02-10,2018-10-12,1283,0,EN,0
5446,1,259,2018-01-26,2018-10-12,1284,0,EN,1
175,1,232,2018-02-21,2018-10-11,1285,0,EN,0
6424,1,190,2018-04-02,2018-10-09,1286,0,EN,1
4209,0,266,2018-01-16,2018-10-09,1287,0,EN,1
3,0,74,2018-05-02,2018-07-15,1288,0,EN,0
2559,0,247,2018-02-04,2018-10-09,1289,0,EN,1
1137,0,274,2018-01-11,2018-10-12,1290,0,EN,1
2478,0,252,2018-02-02,2018-10-12,1291,0,EN,0
7236,0,214,2018-03-12,2018-10-12,1292,0,KO,1
6086,1,191,2018-04-03,2018-10-11,1293,0,EN,1
1912,1,211,2018-03-14,2018-10-11,1294,0,EN,1
537,1,203,2018-03-19,2018-10-08,1295,0,EN,1
1979,1,186,2018-04-04,2018-10-07,1296,0,EN,0
11975,1,208,2018-03-18,2018-10-12,1297,0,EN,1
14538,0,216,2018-03-10,2018-10-12,1298,0,EN,1
4811,1,277,2018-01-08,2018-10-12,1299,0,EN,1
1389,1,153,2018-05-07,2018-10-07,1300,0,EN,1
172,0,200,2018-03-22,2018-10-08,1301,0,EN,0
5788,1,222,2018-03-04,2018-10-12,1302,0,DE,0
676,1,219,2018-03-05,2018-10-10,1303,0,EN,1
2015,1,209,2018-02-28,2018-09-25,1304,0,EN,1
703,1,241,2018-01-16,2018-09-14,1305,0,EN,1
577,1,176,2018-04-19,2018-10-12,1306,0,EN,0
1601166,0,277,2018-01-08,2018-10-12,1307,0,FR,0
3827,1,246,2018-02-08,2018-10-12,1308,0,EN,1
6334,1,267,2018-01-18,2018-10-12,1309,0,EN,1
13203,1,223,2018-03-02,2018-10-11,1310,0,EN,1
4880,0,276,2018-01-07,2018-10-10,1311,0,EN,1
3702,0,198,2018-03-24,2018-10-08,1312,0,EN,1
3300,0,206,2018-03-19,2018-10-11,1313,0,EN,1
415,0,254,2018-01-09,2018-09-20,1314,0,EN,0
5335,1,253,2018-02-01,2018-10-12,1315,0,EN,1
83968,0,224,2018-03-02,2018-10-12,1316,0,KO,1
7187,0,271,2018-01-14,2018-10-12,1317,0,EN,1
13617,0,212,2018-03-14,2018-10-12,1318,0,EN,1
