"views","mature","life_time","created_at","updated_at","numeric_id","dead_account","language","affiliate","account_age","log_views","engagement_ratio","is_affiliated","language_group","degree","betweenness","closeness","eigenvector","views_per_lifetime"
4895,1,2084,15712,17796,106595,0,"EN",0,19954.8181481481,8.49617382419216,2.34884836852207,0,"EN",0,0,0.242736604036186,1.73380508558426e-17,2.34884836852207
2424,0,639,17176,17815,106680,0,"DE",0,19954.8012037037,7.79358680337158,3.79342723004695,0,"DE",0,0,0.242736604036186,1.73380508558426e-17,3.79342723004695
425772,0,2918,14898,17816,106683,0,"EN",1,19954.8275694444,12.9616616193793,145.912268677176,1,"EN",6,0.000528693018528581,0.286043770180924,0.023540571894661,145.912268677176
1391,0,868,16945,17813,106696,0,"EN",1,19954.8038773148,7.23849684089437,1.60253456221198,1,"EN",2,2.01278951525929e-06,0.238800222497968,0.00206607621025496,1.60253456221198
6205,1,289,17527,17816,106712,0,"EN",1,19954.7971412037,8.73327184500832,21.4705882352941,1,"EN",2,5.60925328795538e-05,0.18912874038429,6.32312899413859e-05,21.4705882352941
41183,1,1570,16245,17815,106726,0,"DE",1,19954.8119791667,10.6258051103959,26.2312101910828,1,"DE",4,0.000182157641948612,0.224461068211068,0.00107864387734164,26.2312101910828
7535,0,1256,16560,17816,106730,0,"EN",1,19954.8083333333,8.9274468162562,5.99920382165605,1,"EN",16,0.000704899113652237,0.28680816074824,0.0277166653882212,5.99920382165605
4220,0,1541,16275,17816,106754,0,"EN",1,19954.8116319444,8.3478273457825,2.7384815055159,1,"EN",4,6.32483546369481e-05,0.265382786495483,0.00881754875411484,2.7384815055159
1971,1,1466,16349,17815,106767,0,"EN",0,19954.810775463,7.58680353516258,1.34447476125512,0,"EN",3,1.33711942389897e-05,0.299763669567086,0.0615809835446825,1.34447476125512
1557,1,1734,16032,17766,106805,0,"EN",0,19954.8144444444,7.35115822643069,0.897923875432526,0,"EN",0,0,0.242736604036186,1.73380508558426e-17,0.897923875432526
28266,1,2676,15140,17816,106816,0,"EN",1,19954.8247685185,10.2494503254952,10.5627802690583,1,"EN",1,0,0.216603275634557,0.000609145794997233,10.5627802690583
428,1,833,16981,17814,106865,0,"EN",0,19954.8034606481,6.06145691892802,0.513805522208884,0,"EN",0,0,0.242736604036186,1.73380508558426e-17,0.513805522208884
16163,1,673,17141,17814,106885,0,"PL",1,19954.8016087963,9.69054182619836,24.0163447251114,1,"OTHER",0,0,0.242736604036186,1.73380508558426e-17,24.0163447251114
1125,1,930,16886,17816,106904,0,"DE",0,19954.8045601852,7.02642680869964,1.20967741935484,0,"DE",0,0,0.242736604036186,1.73380508558426e-17,1.20967741935484
3061,0,1189,16626,17815,106907,0,"EN",1,19954.8075694444,8.02682357621763,2.5744322960471,1,"EN",1,0,0.236985138004246,0.00245437744120237,2.5744322960471
9437,1,1754,16062,17816,106929,0,"EN",1,19954.8140972222,9.15249937228633,5.38027366020525,1,"EN",5,4.27243012737325e-06,0.264477300729789,0.0184891928887702,5.38027366020525
40206,0,1511,16304,17815,106954,0,"FR",0,19954.8112962963,10.6017963888016,26.6088682991396,0,"FR",13,0.000155327912101644,0.253301865383743,0.00772120550856295,26.6088682991396
5614,0,922,16880,17802,106959,0,"EN",1,19954.8046296296,8.63319686717254,6.08893709327549,1,"EN",1,0,0.193515950069348,7.73078974000712e-05,6.08893709327549
307,1,1287,16529,17816,106992,0,"EN",0,19954.8086921296,5.73009978297357,0.238539238539239,0,"EN",3,4.13071363886435e-05,0.273404203203841,0.0135549782183271,0.238539238539239
627,0,1304,16433,17737,107005,0,"EN",0,19954.8098032407,6.4425401664682,0.480828220858896,0,"EN",1,0,0.208347332661366,0.000199194834391808,0.480828220858896
41358,1,593,17223,17816,107008,0,"ES",0,19954.8006597222,10.6300453309403,69.743676222597,0,"ES",1,0,0.172439363509964,6.30794398619128e-06,69.743676222597
2098,0,2973,14839,17812,107027,0,"EN",0,19954.8282523148,7.64921631982063,0.705684493777329,0,"EN",0,0,0.242736604036186,1.73380508558426e-17,0.705684493777329
2150,1,273,17542,17815,107044,0,"EN",1,19954.7969675926,7.67368812926773,7.87545787545788,1,"EN",0,0,0.242736604036186,1.73380508558426e-17,7.87545787545788
22849,1,699,17117,17816,107054,0,"EN",1,19954.8018865741,10.0367063963224,32.6881258941345,1,"EN",7,0.00012037694211456,0.238229393434926,0.00219796649603137,32.6881258941345
2285,1,1969,15765,17734,107085,0,"EN",0,19954.8175347222,7.73455884435476,1.1604875571356,0,"EN",0,0,0.242736604036186,1.73380508558426e-17,1.1604875571356
521385,0,1351,16465,17816,107087,0,"FI",0,19954.8094328704,13.1642459293347,385.925240562546,0,"OTHER",3,2.43092304825595e-05,0.239096906863165,0.00232037408338799,385.925240562546
283,1,1135,16658,17793,107117,0,"EN",0,19954.8071990741,5.64897423816121,0.249339207048458,0,"EN",0,0,0.242736604036186,1.73380508558426e-17,0.249339207048458
1638,0,1962,15851,17813,107125,0,"EN",0,19954.8165393519,7.40184157874383,0.834862385321101,0,"EN",5,0.000181827416081426,0.235993065245888,0.00240771643860949,0.834862385321101
1213,1,2307,15503,17810,107160,0,"EN",0,19954.8205671296,7.10167597161944,0.52579107065453,0,"EN",0,0,0.242736604036186,1.73380508558426e-17,0.52579107065453
1436,0,1948,15785,17733,107179,0,"DE",0,19954.8173032407,7.27031288607902,0.737166324435318,0,"DE",0,0,0.242736604036186,1.73380508558426e-17,0.737166324435318
18843041,1,1852,15964,17816,107187,0,"RU",0,19954.8152314815,16.7516542790466,10174.4281857451,0,"RU",14,0.00129167827597906,0.245675045120394,0.00413396661217893,10174.4281857451
1142,1,2743,15063,17806,107242,0,"EN",0,19954.8256597222,7.04141166379481,0.416332482683194,0,"EN",0,0,0.242736604036186,1.73380508558426e-17,0.416332482683194
3294,0,2147,15663,17810,107271,0,"EN",1,19954.8187152778,8.10016144693661,1.53423381462506,1,"EN",0,0,0.242736604036186,1.73380508558426e-17,1.53423381462506
73056,1,1914,15902,17816,107290,0,"EN",1,19954.8159490741,11.1989952373655,38.1692789968652,1,"EN",4,1.54484324591497e-05,0.238779788645018,0.00232338907240367,38.1692789968652
2685,0,1251,16565,17816,107331,0,"PT",1,19954.808275463,7.89580837708318,2.1462829736211,1,"OTHER",2,0.000158031545475446,0.182010892606725,2.20406429974912e-05,2.1462829736211
1207,1,684,17132,17816,107354,0,"NO",0,19954.801712963,7.09672137849476,1.76461988304094,0,"OTHER",0,0,0.242736604036186,1.73380508558426e-17,1.76461988304094
1475,0,380,17379,17759,107376,0,"EN",0,19954.7988541667,7.29709100516042,3.88157894736842,0,"EN",0,0,0.242736604036186,1.73380508558426e-17,3.88157894736842
10841,1,3195,14595,17790,107379,0,"EN",0,19954.8310763889,9.29118275982028,3.39311424100157,0,"EN",3,7.08362929987082e-07,0.247089033514854,0.00822778871195282,3.39311424100157
160,0,2425,15355,17780,107423,0,"EN",0,19954.8222800926,5.08140436498446,0.065979381443299,0,"EN",0,0,0.242736604036186,1.73380508558426e-17,0.065979381443299
100,1,1254,16529,17783,107442,0,"EN",0,19954.8086921296,4.61512051684126,0.0797448165869219,0,"EN",1,0,0.211153569671976,0.000391482885790694,0.0797448165869219
988,1,178,17638,17816,107465,0,"EN",0,19954.7958564815,6.89669433162271,5.55056179775281,0,"EN",0,0,0.242736604036186,1.73380508558426e-17,5.55056179775281
59993,1,1451,16365,17816,107470,0,"DE",1,19954.8105902778,11.0019998362039,41.3459682977257,1,"DE",0,0,0.242736604036186,1.73380508558426e-17,41.3459682977257
3490,0,492,17323,17815,107478,0,"EN",1,19954.7995023148,8.15794350710504,7.09349593495935,1,"EN",1,0,0.181750089556127,3.27959952070985e-05,7.09349593495935
9082,1,1339,16477,17816,107504,0,"EN",1,19954.8092939815,9.11415981350221,6.78267363704257,1,"EN",0,0,0.242736604036186,1.73380508558426e-17,6.78267363704257
1639,1,264,17551,17815,107540,0,"EN",1,19954.7968634259,7.40245152081824,6.20833333333333,1,"EN",0,0,0.242736604036186,1.73380508558426e-17,6.20833333333333
4665,0,2049,15764,17813,107545,0,"EN",1,19954.8175462963,8.44805745258138,2.27672035139092,1,"EN",1,0,0.224560415241621,0.00130681825956313,2.27672035139092
14698,0,1226,16584,17810,107580,0,"EN",1,19954.8080555556,9.59553474324199,11.9885807504078,1,"EN",5,3.30209161352678e-05,0.236422943319495,0.0019480964833389,11.9885807504078
12751,0,575,17241,17816,107656,0,"JA",1,19954.8004513889,9.45344340103,22.175652173913,1,"OTHER",2,2.03593530830245e-07,0.229632982225148,0.00270022266152477,22.175652173913
10990,0,1939,15867,17806,107667,0,"EN",1,19954.8163541667,9.3048320350689,5.66787003610108,1,"EN",2,2.5991021752117e-05,0.228047235729171,0.00134524845017348,5.66787003610108
3990,0,893,16922,17815,107704,0,"EN",1,19954.8041435185,8.29179710504873,4.46808510638298,1,"EN",5,0.000148108360457246,0.238117586824814,0.00370956496894455,4.46808510638298
21641,0,894,16920,17814,107719,0,"FR",1,19954.8041666667,9.98239115013159,24.2069351230425,1,"FR",2,5.1345321625447e-05,0.258164492552503,0.010856318239738,24.2069351230425
68267,1,2528,15288,17816,107725,0,"EN",1,19954.8230555556,11.1311964145386,27.0043512658228,1,"EN",9,0.000430478643556755,0.296593505872349,0.0572841230478954,27.0043512658228
1653,0,1775,16034,17809,107777,0,"EN",1,19954.8144212963,7.41095187558364,0.931267605633803,1,"EN",0,0,0.242736604036186,1.73380508558426e-17,0.931267605633803
5523,1,1761,16048,17809,107792,0,"EN",1,19954.8142592593,8.61685751452918,3.13628620102215,1,"EN",3,0.000136853889995061,0.257485582468281,0.011927060756525,3.13628620102215
964,0,903,16910,17813,107798,0,"EN",1,19954.8042824074,6.87212810133899,1.06755260243632,1,"EN",1,0,0.259823091247672,0.0067318601662,1.06755260243632
1681,1,2260,15554,17814,107833,0,"EN",0,19954.8199768519,7.42773884053289,0.743805309734513,0,"EN",1,0,0.206650127744659,0.000440611988892789,0.743805309734513
3193,1,724,17089,17813,107848,0,"EN",1,19954.8022106481,8.06902932877496,4.41022099447514,1,"EN",0,0,0.242736604036186,1.73380508558426e-17,4.41022099447514
3965,0,2866,14892,17758,107923,0,"ZH",0,19954.8276388889,8.28551330907974,1.38346127006281,0,"OTHER",0,0,0.242736604036186,1.73380508558426e-17,1.38346127006281
4673,1,625,17190,17815,107937,0,"TR",1,19954.8010416667,8.4497705150988,7.4768,1,"OTHER",0,0,0.242736604036186,1.73380508558426e-17,7.4768
10683,1,1848,15968,17816,108005,0,"EN",1,19954.8151851852,9.27650257422985,5.78084415584416,1,"EN",5,0.000107741394671534,0.271753420655402,0.0103478776920338,5.78084415584416
1066,0,1410,16406,17816,108020,0,"EN",0,19954.8101157407,6.97260625130175,0.756028368794326,0,"EN",0,0,0.242736604036186,1.73380508558426e-17,0.756028368794326
3681,0,1087,16697,17784,108037,0,"EN",1,19954.8067476852,8.21121136179302,3.38638454461822,1,"EN",0,0,0.242736604036186,1.73380508558426e-17,3.38638454461822
556,1,331,17477,17808,108041,0,"EN",1,19954.7977199074,6.32256523992728,1.6797583081571,1,"EN",4,2.4605792822336e-05,0.235644316838372,0.00173170715902368,1.6797583081571
64344,0,929,16887,17816,108044,0,"RU",1,19954.8045486111,11.0720145099278,69.2615715823466,1,"RU",0,0,0.242736604036186,1.73380508558426e-17,69.2615715823466
2278,1,2008,15803,17811,108073,0,"EN",0,19954.8170949074,7.73149202924568,1.13446215139442,0,"EN",0,0,0.242736604036186,1.73380508558426e-17,1.13446215139442
21991,1,273,17541,17814,108080,0,"EN",1,19954.7969791667,9.99843402984508,80.5531135531135,1,"EN",3,2.72236396652087e-05,0.235664217549193,0.00217616173521958,80.5531135531135
1831,0,1529,16285,17814,108101,0,"NO",1,19954.8115162037,7.51316354523408,1.19751471550033,1,"OTHER",3,7.49336130450838e-05,0.262857950263753,0.00732800649286286,1.19751471550033
942,1,321,17495,17816,108114,0,"EN",0,19954.7975115741,6.84906628263346,2.93457943925234,0,"EN",0,0,0.242736604036186,1.73380508558426e-17,2.93457943925234
363,0,796,17019,17815,108126,0,"EN",0,19954.8030208333,5.89715386763674,0.456030150753769,0,"EN",11,0.00102235909514113,0.24750543261342,0.00497775667127214,0.456030150753769
3333,0,603,17212,17815,108181,0,"FR",1,19954.800787037,8.11192806331074,5.5273631840796,1,"FR",0,0,0.242736604036186,1.73380508558426e-17,5.5273631840796
7429,1,1379,16434,17813,108197,0,"PT",0,19954.8097916667,8.9132811377118,5.38723712835388,0,"OTHER",2,7.84964457673968e-07,0.214291199508524,0.000298234732933755,5.38723712835388
1904,0,1765,16048,17813,108241,0,"EN",0,19954.8142592593,7.5522372875608,1.07875354107649,0,"EN",0,0,0.242736604036186,1.73380508558426e-17,1.07875354107649
7611,1,2458,15355,17813,108275,0,"EN",0,19954.8222800926,8.93748122841604,3.09641985353946,0,"EN",14,0.0010253389659816,0.313874360272201,0.0808022069536089,3.09641985353946
88607,0,2079,15737,17816,108284,0,"JA",0,19954.8178587963,11.3919774259707,42.6200096200096,0,"OTHER",8,0.000585673913943041,0.239764574472655,0.00237985414729107,42.6200096200096
2568,1,1636,16179,17815,108295,0,"EN",1,19954.8127430556,7.85127199710988,1.56968215158924,1,"EN",0,0,0.242736604036186,1.73380508558426e-17,1.56968215158924
2062,0,1778,16038,17816,108336,0,"FR",0,19954.814375,7.63191651307125,1.15973003374578,0,"FR",0,0,0.242736604036186,1.73380508558426e-17,1.15973003374578
5386,0,1173,16640,17813,108340,0,"JA",0,19954.8074074074,8.59174392268053,4.59164535379369,0,"OTHER",0,0,0.242736604036186,1.73380508558426e-17,4.59164535379369
1424,0,2013,15798,17811,108359,0,"EN",0,19954.8171527778,7.26192709270275,0.707401887729757,0,"EN",1,0,0.194670201262688,8.38808752239408e-05,0.707401887729757
66528,0,2371,15445,17816,108391,0,"EN",1,19954.8212384259,11.1053932218098,28.0590468156896,1,"EN",8,0.000125909136206887,0.26624367903826,0.00735618664758362,28.0590468156896
1451,0,1509,16307,17816,108442,0,"EN",0,19954.8112615741,7.28069719538474,0.96156394963552,0,"EN",2,2.87478762817965e-05,0.241853007453631,0.00299246815475355,0.96156394963552
6760,1,2533,15279,17812,108466,0,"EN",1,19954.8231597222,8.81892608709068,2.66877220686932,1,"EN",10,0.000890211033139382,0.274939652199616,0.0305300730699738,2.66877220686932
4245,1,2625,15186,17811,108495,0,"EN",1,19954.8242361111,8.3537326422632,1.61714285714286,1,"EN",2,1.58656131335807e-06,0.233270637408568,0.00248628819316245,1.61714285714286
397,1,260,17553,17813,108520,0,"RU",0,19954.7968402778,5.98645200528444,1.52692307692308,0,"RU",0,0,0.242736604036186,1.73380508558426e-17,1.52692307692308
3296,1,588,17226,17814,108538,0,"EN",1,19954.800625,8.10076824307173,5.60544217687075,1,"EN",3,0.000136409716916083,0.275468904244817,0.0176291444261976,5.60544217687075
1071,0,875,16939,17814,108555,0,"RU",0,19954.8039467593,6.97728134163075,1.224,0,"RU",0,0,0.242736604036186,1.73380508558426e-17,1.224
5469,1,1133,16683,17816,108563,0,"EN",1,19954.8069097222,8.60703389541603,4.8270079435128,1,"EN",1,0,0.243956812519124,0.00558299331904342,4.8270079435128
203,0,532,17264,17796,108595,0,"TH",0,19954.8001851852,5.31811999384422,0.381578947368421,0,"OTHER",1,0,1,1.73347326080478e-17,0.381578947368421
3467,1,667,17143,17810,108598,0,"DE",1,19954.8015856481,8.15133333790043,5.19790104947526,1,"DE",0,0,0.242736604036186,1.73380508558426e-17,5.19790104947526
1962,1,1106,16705,17811,108622,0,"EN",1,19954.8066550926,7.58222919427646,1.77396021699819,1,"EN",0,0,0.242736604036186,1.73380508558426e-17,1.77396021699819
693,1,1002,16814,17816,108624,0,"EN",0,19954.8053935185,6.5424719605068,0.691616766467066,0,"EN",5,0.000195671208280281,0.318550228310502,0.0798829359188047,0.691616766467066
2031,1,1575,16230,17805,108626,0,"EN",1,19954.8121527778,7.61677580869837,1.28952380952381,1,"EN",0,0,0.242736604036186,1.73380508558426e-17,1.28952380952381
1760,0,1884,15886,17770,108659,0,"EN",0,19954.8161342593,7.47363710849621,0.934182590233546,0,"EN",1,0,0.213618617469188,0.000332410281239549,0.934182590233546
486,0,2161,15650,17811,108682,0,"EN",0,19954.8188657407,6.18826412308259,0.224895881536326,0,"EN",1,0,0.219266884060818,0.000508508092646404,0.224895881536326
2595,0,732,17076,17808,108698,0,"EN",0,19954.8023611111,7.86172707782398,3.54508196721311,0,"EN",0,0,0.242736604036186,1.73380508558426e-17,3.54508196721311
2594,1,1389,16413,17802,108701,0,"EN",0,19954.8100347222,7.86134179559999,1.8675305975522,0,"EN",5,5.79450813872523e-05,0.251317152249291,0.00541142751245408,1.8675305975522
774,1,1394,16416,17810,108747,0,"DE",0,19954.81,6.65286302935335,0.555236728837877,0,"DE",0,0,0.242736604036186,1.73380508558426e-17,0.555236728837877
40795,1,2014,15765,17779,108749,0,"EN",1,19954.8175347222,10.6163393163704,20.2557100297915,1,"EN",2,0.000158031545475446,0.267148532861041,0.0190494877070013,20.2557100297915
559,0,1744,16067,17811,108752,0,"EN",0,19954.8140393519,6.32793678372919,0.32052752293578,0,"EN",3,0.000178791046109418,0.259364253183381,0.0116600923238852,0.32052752293578
2002,0,2545,15255,17800,108754,0,"FR",1,19954.8234375,7.60240133566582,0.78664047151277,1,"FR",2,0.000158031545475446,0.216906335017489,0.00104503486180159,0.78664047151277
5438,0,1255,16551,17806,108759,0,"EN",1,19954.8084375,8.60135049942296,4.33306772908367,1,"EN",1,0,0.261026144707918,0.00721897144815263,4.33306772908367
23121,1,1369,16447,17816,108837,0,"EN",1,19954.8096412037,10.0485398242353,16.8889700511322,1,"EN",2,9.10897577696642e-06,0.209725301567021,0.000270578884062359,16.8889700511322
863,0,1979,15837,17816,108895,0,"EN",0,19954.8167013889,6.76157276880406,0.436078827690753,0,"EN",22,0.00235456126687333,0.318823193373322,0.101168191398041,0.436078827690753
2576,0,2385,15426,17811,108938,0,"EN",0,19954.8214583333,7.85438121065236,1.08008385744235,0,"EN",3,2.44182046709285e-05,0.256185448703236,0.0145922947576111,1.08008385744235
582,0,1655,15802,17457,108954,1,"OTHER",0,19954.8171064815,6.36818718635049,0.35166163141994,0,"OTHER",0,0,0.242736604036186,1.73380508558426e-17,0.35166163141994
5189,0,983,16833,17816,108955,0,"EN",1,19954.8051736111,8.55448897615993,5.27873855544252,1,"EN",0,0,0.242736604036186,1.73380508558426e-17,5.27873855544252
4218,1,1671,16145,17816,108967,0,"EN",1,19954.8131365741,8.34735341212434,2.52423698384201,1,"EN",1,0,0.204088349301543,0.00021118992418883,2.52423698384201
80165,0,1076,16740,17816,108999,0,"EN",1,19954.80625,11.2918547638169,74.5027881040892,1,"EN",8,0.000381473508049527,0.295337884320262,0.0576338433572399,74.5027881040892
825,1,1872,15938,17810,109035,0,"EN",0,19954.8155324074,6.71659477352098,0.440705128205128,0,"EN",0,0,0.242736604036186,1.73380508558426e-17,0.440705128205128
34873,0,2611,15199,17810,109038,0,"EN",1,19954.8240856481,10.4594968448774,13.3561853695902,1,"EN",9,0.000394701642899793,0.267840860008638,0.00848542097290585,13.3561853695902
1972,0,1354,16421,17775,109044,0,"RU",1,19954.8099421296,7.58731050602262,1.45642540620384,1,"RU",1,0,0.197229388274375,0.000130780158375338,1.45642540620384
111,1,625,17185,17810,109086,0,"EN",0,19954.801099537,4.71849887129509,0.1776,0,"EN",0,0,0.242736604036186,1.73380508558426e-17,0.1776
5408,1,1255,16561,17816,109111,0,"EN",0,19954.8083217593,8.59581951187143,4.30916334661355,0,"EN",1,0,0.225176518055275,0.000631316760925925,4.30916334661355
23331,1,1479,16337,17816,109140,0,"PT",0,19954.8109143519,10.0575810878735,15.7748478701826,0,"OTHER",0,0,0.242736604036186,1.73380508558426e-17,15.7748478701826
15951,0,1781,16034,17815,109154,0,"EN",1,19954.8144212963,9.67733949220162,8.95620437956204,1,"EN",2,8.32343289263629e-06,0.213675868141966,0.00049271779629415,8.95620437956204
898,0,2045,15771,17816,109173,0,"EN",0,19954.8174652778,6.80128303447162,0.439119804400978,0,"EN",0,0,0.242736604036186,1.73380508558426e-17,0.439119804400978
1926,0,566,17250,17816,109228,0,"EN",1,19954.8003472222,7.56371966841437,3.40282685512368,1,"EN",1,0,0.234033631064704,0.0019729315646815,3.40282685512368
3321,1,483,17332,17815,109255,0,"DA",1,19954.7993981481,8.10832229017324,6.87577639751553,1,"OTHER",1,0,0.261026144707918,0.00721897144815263,6.87577639751553
1313,1,1681,16134,17815,109262,0,"EN",0,19954.8132638889,7.18083119904456,0.781082688875669,0,"EN",0,0,0.242736604036186,1.73380508558426e-17,0.781082688875669
1860625,0,1198,16618,17816,109283,0,"JA",0,19954.807662037,14.4364235482058,1553.10934891486,0,"OTHER",4,0.000175427173196773,0.236874495989135,0.00196072099325681,1553.10934891486
22263,1,1303,16511,17814,109284,0,"EN",1,19954.808900463,10.0107263032057,17.0859554873369,1,"EN",0,0,0.242736604036186,1.73380508558426e-17,17.0859554873369
15960,1,1977,15839,17816,109288,0,"EN",1,19954.8166782407,9.67790352568256,8.07283763277693,1,"EN",10,0.000146130731415821,0.297907547774101,0.0609100804836757,8.07283763277693
12957,0,995,16810,17805,109299,0,"EN",1,19954.8054398148,9.4694686370099,13.0221105527638,1,"EN",6,0.000182819113360187,0.291162353923205,0.04043931647689,13.0221105527638
39896,1,812,17002,17814,109335,0,"EN",1,19954.8032175926,10.5940564120813,49.1330049261084,1,"EN",0,0,0.242736604036186,1.73380508558426e-17,49.1330049261084
2313,0,907,16907,17814,109347,0,"FR",0,19954.8043171296,7.74673290775362,2.55016538037486,0,"FR",1,0,0.190179240782389,4.35862407798264e-05,2.55016538037486
1367,1,1017,16789,17806,109362,0,"RU",0,19954.8056828704,7.2211050981825,1.34414945919371,0,"RU",1,0,0.666666666666667,1.77836245061431e-17,1.34414945919371
98378,0,1876,15940,17816,109369,0,"FR",0,19954.8155092593,11.4965826456301,52.4402985074627,0,"FR",2,0.000158031545475446,0.192169960746505,0.000108397068393457,52.4402985074627
3407,1,230,17586,17816,109389,0,"EN",1,19954.7964583333,8.13388088794921,14.8130434782609,1,"EN",1,0,0.218383158553764,0.000718067803475329,14.8130434782609
3536,1,2591,15225,17816,109425,0,"EN",1,19954.8237847222,8.17103418920548,1.36472404477036,1,"EN",1,0,0.254352383556649,0.0106044338516232,1.36472404477036
728,0,2415,15401,17816,109431,0,"EN",0,19954.8217476852,6.59167373200866,0.301449275362319,0,"EN",0,0,0.242736604036186,1.73380508558426e-17,0.301449275362319
253738,1,1253,16563,17816,109432,0,"FR",0,19954.8082986111,12.4440614586448,202.504389465283,0,"FR",10,0.000516626980768726,0.221433105856213,0.000842331734521257,202.504389465283
186,0,923,16725,17648,109439,1,"EN",0,19954.8064236111,5.23110861685459,0.201516793066089,0,"EN",0,0,0.242736604036186,1.73380508558426e-17,0.201516793066089
59140,1,2269,15547,17816,109456,0,"EN",0,19954.8200578704,10.9876797022929,26.0643455266637,0,"EN",6,5.89147969757783e-05,0.267135745739996,0.0103008426597404,26.0643455266637
449,0,1764,16039,17803,109468,0,"EN",0,19954.8143634259,6.10924758276437,0.25453514739229,0,"EN",1,0,0.214241842610365,0.000372334386960245,0.25453514739229
2195308,0,2777,15039,17816,109495,0,"EN",0,19954.8259375,14.6018333690711,790.532229024127,0,"EN",42,0.0024828383615623,0.292643280373342,0.0463772880716885,790.532229024127
5621,0,1086,16707,17793,109514,0,"EN",1,19954.8066319444,8.63444275146648,5.17587476979742,1,"EN",2,0,0.233319397993311,0.00288852978498162,5.17587476979742
367,0,764,17050,17814,109522,0,"EN",0,19954.802662037,5.90808293816893,0.480366492146597,0,"EN",1,0,0.192853934137323,0.00013465257423743,0.480366492146597
604,0,1212,16603,17815,109546,0,"EN",0,19954.8078356481,6.40522845803084,0.498349834983498,0,"EN",0,0,0.242736604036186,1.73380508558426e-17,0.498349834983498
621102,0,2107,15709,17816,109580,0,"EN",0,19954.8181828704,13.3392522086758,294.780256288562,0,"EN",14,0.000299752141132707,0.26941829592083,0.0119011613256105,294.780256288562
4344,0,600,17216,17816,109610,0,"EN",1,19954.8007407407,8.37678103769949,7.24,1,"EN",0,0,0.242736604036186,1.73380508558426e-17,7.24
668,0,1248,16559,17807,109623,0,"RU",0,19954.8083449074,6.50578406012823,0.53525641025641,0,"RU",1,0,0.154294877111498,7.11435232162288e-07,0.53525641025641
7412,1,1567,16242,17809,109628,0,"EN",1,19954.8120138889,8.91099049465672,4.73005743458839,1,"EN",8,0.000106059642237221,0.255751076894877,0.00405439703382773,4.73005743458839
1497,0,2611,15184,17795,109639,0,"EN",0,19954.8242592593,7.31188616407716,0.573343546533895,0,"EN",0,0,0.242736604036186,1.73380508558426e-17,0.573343546533895
4302,1,1280,16524,17804,109670,0,"FR",1,19954.80875,8.3670677328386,3.3609375,1,"FR",2,0,0.209308430843084,0.000302920694127636,3.3609375
29647,0,2229,15586,17815,109676,0,"PT",0,19954.8196064815,10.2971499485251,13.3005832211754,0,"OTHER",0,0,0.242736604036186,1.73380508558426e-17,13.3005832211754
2968,0,2055,15758,17813,109682,0,"FR",0,19954.8176157407,7.99598047476376,1.44428223844282,0,"FR",1,0,0.204417258808878,0.000271520977748969,1.44428223844282
3406,1,2069,15747,17816,109716,0,"FR",1,19954.8177430556,8.13358741766097,1.64620589656839,1,"FR",4,3.77316501771347e-05,0.237378248479435,0.00219526271271199,1.64620589656839
3884,1,1168,16648,17816,109719,0,"EN",0,19954.8073148148,8.26487826280175,3.32534246575342,0,"EN",1,0,0.225340170388016,0.00142217597192838,3.32534246575342
127,0,1002,16812,17814,109729,0,"EN",0,19954.8054166667,4.85203026391962,0.126746506986028,0,"EN",3,6.55631019922351e-05,0.289440929364174,0.037197643094604,0.126746506986028
7753,0,1763,16043,17806,109739,0,"DE",0,19954.8143171296,8.95596411823087,4.3976176971072,0,"DE",5,0.00039138534155913,0.257473703635357,0.00546398441623175,4.3976176971072
2079,1,383,17421,17804,109790,0,"EN",1,19954.7983680556,7.64012317269536,5.42819843342037,1,"EN",3,0.00016048975779713,0.205675327068362,0.00037745208424064,5.42819843342037
419,0,985,16818,17803,109795,0,"EN",0,19954.8053472222,6.04025471127741,0.425380710659898,0,"EN",1,0,0.224732221953773,0.0011939750971551,0.425380710659898
1530,1,425,17389,17814,109916,0,"EN",1,19954.7987384259,7.33367639565768,3.6,1,"EN",4,2.60213187989727e-06,0.221547378031837,0.000965128623721039,3.6
729944,1,2539,15277,17816,109943,0,"EN",0,19954.8231828704,13.5007244678204,287.492713666798,0,"EN",40,0.000948006929354471,0.277123988281444,0.0288743652451878,287.492713666798
12472,1,1835,15981,17816,109955,0,"EN",1,19954.8150347222,9.43132158712571,6.79673024523161,1,"EN",2,1.21900331987844e-05,0.233847314170787,0.00264362823794916,6.79673024523161
5078,0,2427,15389,17816,109971,0,"EN",1,19954.8218865741,8.53286967080125,2.0922950144211,1,"EN",2,0,0.222936805943916,0.000765193831191042,2.0922950144211
7446,1,1290,16506,17796,109994,0,"EN",1,19954.8089583333,8.91556654571064,5.77209302325581,1,"EN",12,0.000302679489235236,0.273176700930005,0.0243174341794759,5.77209302325581
7066,0,1034,16778,17812,109998,0,"EN",1,19954.8058101852,8.86319134069085,6.83365570599613,1,"EN",4,2.23081959915814e-06,0.239404598490048,0.00358970480558077,6.83365570599613
16412,0,1451,16360,17811,110065,0,"RU",1,19954.8106481481,9.70582898273194,11.3108201240524,1,"RU",0,0,0.242736604036186,1.73380508558426e-17,11.3108201240524
45879,1,934,16882,17816,110084,0,"EN",1,19954.8046064815,10.7337845712433,49.1209850107066,1,"EN",8,0.000145231413081369,0.280226953203455,0.0160434303832245,49.1209850107066
